"","repgenome","leng","LTgroup"
"187","N06271_LS_s0001598_u0001598_fna",1,"N06271_LS_s0001598_u0001598_fna"
"188","N06140_LS_s0001598_u0001598_fna",1,"N06140_LS_s0001598_u0001598_fna"
"189","N06122_LS_s0001598_u0001598_fna",1,"N06122_LS_s0001598_u0001598_fna"
"190","N06501_LS_s0001613_u0001613_fna",1,"N06501_LS_s0001613_u0001613_fna"
"191","N06244_LS_s0001598_u0001598_fna",1,"N06244_LS_s0001598_u0001598_fna"
"192","N06417_LS_s0001598_u0001598_fna",1,"N06417_LS_s0001598_u0001598_fna"
"193","N06334_LS_s0001598_u0001598_fna",1,"N06334_LS_s0001598_u0001598_fna"
"194","N06263_LS_s0001598_u0001598_fna",1,"N06263_LS_s0001598_u0001598_fna"
"195","N06379_LS_s0001598_u0001598_fna",1,"N06379_LS_s0001598_u0001598_fna"
"196","N06203_LS_s0001598_u0001598_fna",1,"N06203_LS_s0001598_u0001598_fna"
"197","N06237_LS_s0001598_u0001598_fna",2,"N06233_LS_s0001598_u0001598_fna,N06237_LS_s0001598_u0001598_fna,"
"198","N06493_LS_s0001613_u0001613_fna",1,"N06493_LS_s0001613_u0001613_fna"
"199","N06270_LS_s0001598_u0001598_fna",1,"N06270_LS_s0001598_u0001598_fna"
"200","N09242_LS_s2759748_u2759748_fna",1,"N09242_LS_s2759748_u2759748_fna"
"201","N08385_LS_s0097478_u0097478_fna",1,"N08385_LS_s0097478_u0097478_fna"
"202","N06137_LS_s0001598_u0001598_fna",1,"N06137_LS_s0001598_u0001598_fna"
"203","N08525_LS_s0181675_u0181675_fna",1,"N08525_LS_s0181675_u0181675_fna"
"204","N06319_LS_s0001598_u0001598_fna",2,"N06320_LS_s0001598_u0001598_fna,N06319_LS_s0001598_u0001598_fna,"
"205","N10154_LS_s0001632_u0908339_fna",1,"N10154_LS_s0001632_u0908339_fna"
"206","N06496_LS_s0001613_u0001613_fna",1,"N06496_LS_s0001613_u0001613_fna"
"207","N06502_LS_s0001613_u0001613_fna",1,"N06502_LS_s0001613_u0001613_fna"
"208","N06490_LS_s0001613_u0001613_fna",1,"N06490_LS_s0001613_u0001613_fna"
"209","N11258_LS_s2762243_u2762243_fna",1,"N11258_LS_s2762243_u2762243_fna"
"210","N08526_LS_s0181675_u0181675_fna",1,"N08526_LS_s0181675_u0181675_fna"
"211","N06566_LS_s0001613_u0001613_fna",1,"N06566_LS_s0001613_u0001613_fna"
"212","N06515_LS_s0001613_u0001613_fna",2,"N06524_LS_s0001613_u0001613_fna,N06515_LS_s0001613_u0001613_fna,"
"213","N06239_LS_s0001598_u0001598_fna",1,"N06239_LS_s0001598_u0001598_fna"
"214","N08507_LS_s0148604_u0148604_fna",1,"N08507_LS_s0148604_u0148604_fna"
"215","N06578_LS_s0001613_u0001613_fna",1,"N06578_LS_s0001613_u0001613_fna"
"216","N06251_LS_s0001598_u0001598_fna",1,"N06251_LS_s0001598_u0001598_fna"
"217","N10133_LS_s0001598_u0863369_fna",1,"N10133_LS_s0001598_u0863369_fna"
"218","N06295_LS_s0001598_u0001598_fna",1,"N06295_LS_s0001598_u0001598_fna"
"219","N06560_LS_s0001613_u0001613_fna",1,"N06560_LS_s0001613_u0001613_fna"
"220","N06211_LS_s0001598_u0001598_fna",1,"N06211_LS_s0001598_u0001598_fna"
"221","N06229_LS_s0001598_u0001598_fna",1,"N06229_LS_s0001598_u0001598_fna"
"222","N06150_LS_s0001598_u0001598_fna",1,"N06150_LS_s0001598_u0001598_fna"
"223","N06257_LS_s0001598_u0001598_fna",1,"N06257_LS_s0001598_u0001598_fna"
"224","N10123_LS_s0001613_u0767453_fna",1,"N10123_LS_s0001613_u0767453_fna"
"225","N06380_LS_s0001598_u0001598_fna",1,"N06380_LS_s0001598_u0001598_fna"
"226","N06508_LS_s0001613_u0001613_fna",1,"N06508_LS_s0001613_u0001613_fna"
"227","N06245_LS_s0001598_u0001598_fna",1,"N06245_LS_s0001598_u0001598_fna"
"228","N06852_LS_s0001632_u0001632_fna",1,"N06852_LS_s0001632_u0001632_fna"
"229","N06293_LS_s0001598_u0001598_fna",3,"N06126_LS_s0001598_u0001598_fna,N06158_LS_s0001598_u0001598_fna,N06293_LS_s0001598_u0001598_fna,"
"230","N10947_LS_s0148604_u1423760_fna",1,"N10947_LS_s0148604_u1423760_fna"
"231","N06258_LS_s0001598_u0001598_fna",1,"N06258_LS_s0001598_u0001598_fna"
"232","N10057_LS_s0001613_u0575599_fna",1,"N10057_LS_s0001613_u0575599_fna"
"233","N06256_LS_s0001598_u0001598_fna",1,"N06256_LS_s0001598_u0001598_fna"
"234","N06142_LS_s0001598_u0001598_fna",1,"N06142_LS_s0001598_u0001598_fna"
"235","N06289_LS_s0001598_u0001598_fna",1,"N06289_LS_s0001598_u0001598_fna"
"236","N06391_LS_s0001598_u0001598_fna",1,"N06391_LS_s0001598_u0001598_fna"
"237","N09240_LS_s2759748_u2759748_fna",1,"N09240_LS_s2759748_u2759748_fna"
"238","N06349_LS_s0001598_u0001598_fna",1,"N06349_LS_s0001598_u0001598_fna"
"239","N10224_LS_s0097478_u1130798_fna",1,"N10224_LS_s0097478_u1130798_fna"
"240","N06241_LS_s0001598_u0001598_fna",1,"N06241_LS_s0001598_u0001598_fna"
"241","N10898_LS_s0001613_u1407052_fna",1,"N10898_LS_s0001613_u1407052_fna"
"242","N09237_LS_s2759747_u2759747_fna",1,"N09237_LS_s2759747_u2759747_fna"
"243","N06168_LS_s0001598_u0001598_fna",1,"N06168_LS_s0001598_u0001598_fna"
"244","N09198_LS_s2742600_u2742600_fna",1,"N09198_LS_s2742600_u2742600_fna"
"245","N06274_LS_s0001598_u0001598_fna",1,"N06274_LS_s0001598_u0001598_fna"
"246","N08908_LS_s0396268_u0396268_fna",1,"N08908_LS_s0396268_u0396268_fna"
"247","N09197_LS_s2742600_u2742600_fna",1,"N09197_LS_s2742600_u2742600_fna"
"248","N06192_LS_s0001598_u0001598_fna",1,"N06192_LS_s0001598_u0001598_fna"
"249","N06547_LS_s0001613_u0001613_fna",1,"N06547_LS_s0001613_u0001613_fna"
"250","N06240_LS_s0001598_u0001598_fna",1,"N06240_LS_s0001598_u0001598_fna"
