"","repgenome","leng","LTgroup"
"45","N10914_LB_s0001579_u1421011_fna",58,"N05009_LB_s0001579_u0001579_fna,N04991_LB_s0001579_u0001579_fna,N04985_LB_s0001579_u0001579_fna,N04980_LB_s0001579_u0001579_fna,N04989_LB_s0001579_u0001579_fna,N04975_LB_s0001579_u0001579_fna,N10921_LB_s0001579_u1423717_fna,N04966_LB_s0001579_u0001579_fna,N04971_LB_s0001579_u0001579_fna,N04990_LB_s0001579_u0001579_fna,N04977_LB_s0001579_u0001579_fna,N04964_LB_s0001579_u0001579_fna,N04997_LB_s0001579_u0001579_fna,N04976_LB_s0001579_u0001579_fna,N04972_LB_s0001579_u0001579_fna,N04986_LB_s0001579_u0001579_fna,N05002_LB_s0001579_u0001579_fna,N04974_LB_s0001579_u0001579_fna,N04993_LB_s0001579_u0001579_fna,N05008_LB_s0001579_u0001579_fna,N10719_LB_s0001579_u1226678_fna,N10718_LB_s0001579_u1226677_fna,N04996_LB_s0001579_u0001579_fna,N04994_LB_s0001579_u0001579_fna,N04967_LB_s0001579_u0001579_fna,N05005_LB_s0001579_u0001579_fna,N10786_LB_s0001579_u1314884_fna,N04983_LB_s0001579_u0001579_fna,N05003_LB_s0001579_u0001579_fna,N04973_LB_s0001579_u0001579_fna,N09862_LB_s0001579_u0272621_fna,N10919_LB_s0001579_u1423717_fna,N09972_LB_s0001579_u0525306_fna,N04981_LB_s0001579_u0001579_fna,N04995_LB_s0001579_u0001579_fna,N04962_LB_s0001579_u0001579_fna,N04988_LB_s0001579_u0001579_fna,N05007_LB_s0001579_u0001579_fna,N04978_LB_s0001579_u0001579_fna,N10720_LB_s0001579_u1226679_fna,N04987_LB_s0001579_u0001579_fna,N04979_LB_s0001579_u0001579_fna,N04999_LB_s0001579_u0001579_fna,N04965_LB_s0001579_u0001579_fna,N04969_LB_s0001579_u0001579_fna,N10920_LB_s0001579_u1423717_fna,N04982_LB_s0001579_u0001579_fna,N10717_LB_s0001579_u1226676_fna,N04968_LB_s0001579_u0001579_fna,N04992_LB_s0001579_u0001579_fna,N04970_LB_s0001579_u0001579_fna,N04998_LB_s0001579_u0001579_fna,N04963_LB_s0001579_u0001579_fna,N05006_LB_s0001579_u0001579_fna,N10914_LB_s0001579_u1421011_fna,N05001_LB_s0001579_u0001579_fna,N05004_LB_s0001579_u0001579_fna,N05000_LB_s0001579_u0001579_fna,"
"46","N07521_LB_s0033959_u0033959_fna",6,"N07514_LB_s0033959_u0033959_fna,N07507_LB_s0033959_u0033959_fna,N07529_LB_s0033959_u0033959_fna,N07528_LB_s0033959_u0033959_fna,N07519_LB_s0033959_u0033959_fna,N07521_LB_s0033959_u0033959_fna,"
"47","N11338_LB_s0001584_u0321956_fna",1,"N11338_LB_s0001584_u0321956_fna"
"48","N08492_LB_s0147802_u0147802_fna",6,"N08490_LB_s0147802_u0147802_fna,N08493_LB_s0147802_u0147802_fna,N08489_LB_s0147802_u0147802_fna,N08491_LB_s0147802_u0147802_fna,N08482_LB_s0147802_u0147802_fna,N08492_LB_s0147802_u0147802_fna,"
"49","N05162_LB_s0001587_u0001587_fna",12,"N05154_LB_s0001587_u0001587_fna,N05150_LB_s0001587_u0001587_fna,N05162_LB_s0001587_u0001587_fna,N05165_LB_s0001587_u0001587_fna,N05164_LB_s0001587_u0001587_fna,N05169_LB_s0001587_u0001587_fna,N05163_LB_s0001587_u0001587_fna,N05168_LB_s0001587_u0001587_fna,N05145_LB_s0001587_u0001587_fna,N05166_LB_s0001587_u0001587_fna,N05155_LB_s0001587_u0001587_fna,N05167_LB_s0001587_u0001587_fna,"
"50","N08966_LB_s0947835_u0947835_fna",1,"N08966_LB_s0947835_u0947835_fna"
"51","N07506_LB_s0033959_u0033959_fna",1,"N07506_LB_s0033959_u0033959_fna"
"52","N06423_LB_s0001600_u0001600_fna",1,"N06423_LB_s0001600_u0001600_fna"
"53","N11406_LB_s0001584_u1217420_fna",4,"N11406_LB_s0001584_u1217420_fna,N11407_LB_s0001584_u1217420_fna,N11405_LB_s0001584_u1217420_fna,N11045_LB_s0001584_u1537158_fna,"
"54","N07961_LB_s0047770_u0047770_fna",1,"N07961_LB_s0047770_u0047770_fna"
"55","N08457_LB_s0147802_u0147802_fna",1,"N08457_LB_s0147802_u0147802_fna"
"56","N07964_LB_s0047770_u0047770_fna",6,"N07965_LB_s0047770_u0047770_fna,N07960_LB_s0047770_u0047770_fna,N07963_LB_s0047770_u0047770_fna,N07964_LB_s0047770_u0047770_fna,N07966_LB_s0047770_u0047770_fna,N07968_LB_s0047770_u0047770_fna,"
"57","N08450_LB_s0147802_u0147802_fna",1,"N08450_LB_s0147802_u0147802_fna"
"58","N09135_LB_s2269374_u2269374_fna",1,"N09135_LB_s2269374_u2269374_fna"
"59","N09732_LB_s0001584_u0029397_fna",1,"N09732_LB_s0001584_u0029397_fna"
"60","N09259_LB_s2797258_u2797258_fna",3,"N09258_LB_s2797258_u2797258_fna,N09259_LB_s2797258_u2797258_fna,N09260_LB_s2797258_u2797258_fna,"
"61","N05183_LB_s0001587_u0001587_fna",5,"N05183_LB_s0001587_u0001587_fna,N05182_LB_s0001587_u0001587_fna,N05184_LB_s0001587_u0001587_fna,N05198_LB_s0001587_u0001587_fna,N05185_LB_s0001587_u0001587_fna,"
"62","N09116_LB_s2107999_u2107999_fna",7,"N09114_LB_s2107999_u2107999_fna,N09113_LB_s2107999_u2107999_fna,N09116_LB_s2107999_u2107999_fna,N09118_LB_s2107999_u2107999_fna,N09126_LB_s2107999_u2107999_fna,N05934_LB_s0001596_u0001596_fna,N05910_LB_s0001596_u0001596_fna,"
"63","N11047_LB_s1545702_u1545702_fna",1,"N11047_LB_s1545702_u1545702_fna"
"64","N08453_LB_s0147802_u0147802_fna",1,"N08453_LB_s0147802_u0147802_fna"
"65","N09261_LB_s2799571_u2799571_fna",2,"N09262_LB_s2799571_u2799571_fna,N09261_LB_s2799571_u2799571_fna,"
"66","N08996_LB_s1218507_u1218507_fna",1,"N08996_LB_s1218507_u1218507_fna"
"67","N07969_LB_s0047770_u0047770_fna",5,"N07969_LB_s0047770_u0047770_fna,N07970_LB_s0047770_u0047770_fna,N07918_LB_s0047770_u0047770_fna,N07919_LB_s0047770_u0047770_fna,N07887_LB_s0047770_u0047770_fna,"
"68","N05058_LB_s0001584_u0001584_fna",1,"N05058_LB_s0001584_u0001584_fna"
"69","N05052_LB_s0001584_u0001584_fna",1,"N05052_LB_s0001584_u0001584_fna"
"70","N08501_LB_s0147802_u0147802_fna",3,"N08501_LB_s0147802_u0147802_fna,N08474_LB_s0147802_u0147802_fna,N08473_LB_s0147802_u0147802_fna,"
"71","N07525_LB_s0033959_u0033959_fna",1,"N07525_LB_s0033959_u0033959_fna"
"72","N05061_LB_s0001584_u0001584_fna",3,"N05062_LB_s0001584_u0001584_fna,N05060_LB_s0001584_u0001584_fna,N05061_LB_s0001584_u0001584_fna,"
"73","N09835_LB_s0001584_u0083684_fna",3,"N09836_LB_s0001584_u0083684_fna,N09835_LB_s0001584_u0083684_fna,N09833_LB_s0001584_u0083684_fna,"
"74","N07522_LB_s0033959_u0033959_fna",1,"N07522_LB_s0033959_u0033959_fna"
"75","N07962_LB_s0047770_u0047770_fna",3,"N07962_LB_s0047770_u0047770_fna,N07957_LB_s0047770_u0047770_fna,N07967_LB_s0047770_u0047770_fna,"
"76","N05076_LB_s0001587_u0001587_fna",3,"N05076_LB_s0001587_u0001587_fna,N05113_LB_s0001587_u0001587_fna,N05107_LB_s0001587_u0001587_fna,"
"77","N05066_LB_s0001584_u0001584_fna",1,"N05066_LB_s0001584_u0001584_fna"
"78","N07497_LB_s0033959_u0033959_fna",1,"N07497_LB_s0033959_u0033959_fna"
"79","N07995_LB_s0047770_u0047770_fna",1,"N07995_LB_s0047770_u0047770_fna"
"80","N10923_LB_s0001604_u1423723_fna",2,"N10924_LB_s0001604_u1423723_fna,N10923_LB_s0001604_u1423723_fna,"
"81","N09157_LB_s2495899_u2495899_fna",3,"N11165_LB_s2080222_u2080222_fna,N09158_LB_s2495899_u2495899_fna,N09157_LB_s2495899_u2495899_fna,"
"82","N05206_LB_s0001587_u0001587_fna",4,"N05209_LB_s0001587_u0001587_fna,N05206_LB_s0001587_u0001587_fna,N05208_LB_s0001587_u0001587_fna,N05207_LB_s0001587_u0001587_fna,"
"83","N11242_LB_s2751029_u2751029_fna",3,"N11242_LB_s2751029_u2751029_fna,N11240_LB_s2751027_u2751027_fna,N11241_LB_s2751028_u2751028_fna,"
"84","N08009_LB_s0047770_u0047770_fna",5,"N07959_LB_s0047770_u0047770_fna,N07889_LB_s0047770_u0047770_fna,N10931_LB_s0047770_u1423736_fna,N08015_LB_s0047770_u0047770_fna,N08009_LB_s0047770_u0047770_fna,"
"85","N07980_LB_s0047770_u0047770_fna",1,"N07980_LB_s0047770_u0047770_fna"
"86","N05943_LB_s0001596_u0001596_fna",7,"N05906_LB_s0001596_u0001596_fna,N05943_LB_s0001596_u0001596_fna,N09119_LB_s2107999_u2107999_fna,N05918_LB_s0001596_u0001596_fna,N09124_LB_s2107999_u2107999_fna,N05933_LB_s0001596_u0001596_fna,N05911_LB_s0001596_u0001596_fna,"
"87","N09386_LB_s0001584_u0001585_fna",1,"N09386_LB_s0001584_u0001585_fna"
"88","N08990_LB_s1218494_u1218494_fna",1,"N08990_LB_s1218494_u1218494_fna"
"89","N07494_LB_s0033959_u0033959_fna",6,"N07492_LB_s0033959_u0033959_fna,N07491_LB_s0033959_u0033959_fna,N07493_LB_s0033959_u0033959_fna,N07495_LB_s0033959_u0033959_fna,N07496_LB_s0033959_u0033959_fna,N07494_LB_s0033959_u0033959_fna,"
"90","N07985_LB_s0047770_u0047770_fna",1,"N07985_LB_s0047770_u0047770_fna"
"91","N08989_LB_s1218494_u1218494_fna",1,"N08989_LB_s1218494_u1218494_fna"
"92","N11054_LB_s1581136_u1581136_fna",1,"N11054_LB_s1581136_u1581136_fna"
"93","N09738_LB_s0001584_u0029397_fna",4,"N09774_LB_s0001584_u0029397_fna,N09769_LB_s0001584_u0029397_fna,N09738_LB_s0001584_u0029397_fna,N09704_LB_s0001584_u0029397_fna,"
"94","N10946_LB_s1203033_u1423758_fna",3,"N10946_LB_s1203033_u1423758_fna,N10945_LB_s1203033_u1423758_fna,N08983_LB_s1203033_u1203033_fna,"
"95","N07499_LB_s0033959_u0033959_fna",1,"N07499_LB_s0033959_u0033959_fna"
"96","N09775_LB_s0001584_u0029397_fna",4,"N09775_LB_s0001584_u0029397_fna,N09784_LB_s0001584_u0029397_fna,N11428_LB_s0001584_u1269760_fna,N09777_LB_s0001584_u0029397_fna,"
"97","N05056_LB_s0001584_u0001584_fna",1,"N05056_LB_s0001584_u0001584_fna"
"98","N08456_LB_s0147802_u0147802_fna",1,"N08456_LB_s0147802_u0147802_fna"
"99","N05170_LB_s0001587_u0001587_fna",3,"N05170_LB_s0001587_u0001587_fna,N05171_LB_s0001587_u0001587_fna,N05180_LB_s0001587_u0001587_fna,"
"100","N08150_LB_s0052242_u0052242_fna",2,"N08149_LB_s0052242_u0052242_fna,N08150_LB_s0052242_u0052242_fna,"
"101","N05210_LB_s0001587_u0001587_fna",2,"N05108_LB_s0001587_u0001587_fna,N05210_LB_s0001587_u0001587_fna,"
"102","N07533_LB_s0033959_u0033959_fna",5,"N07536_LB_s0033959_u0033959_fna,N07532_LB_s0033959_u0033959_fna,N07534_LB_s0033959_u0033959_fna,N07535_LB_s0033959_u0033959_fna,N07533_LB_s0033959_u0033959_fna,"
"103","N07958_LB_s0047770_u0047770_fna",2,"N07955_LB_s0047770_u0047770_fna,N07958_LB_s0047770_u0047770_fna,"
"104","N08011_LB_s0047770_u0047770_fna",3,"N08013_LB_s0047770_u0047770_fna,N08011_LB_s0047770_u0047770_fna,N08014_LB_s0047770_u0047770_fna,"
"105","N07984_LB_s0047770_u0047770_fna",2,"N07979_LB_s0047770_u0047770_fna,N07984_LB_s0047770_u0047770_fna,"
"106","N08153_LB_s0052242_u0052242_fna",1,"N08153_LB_s0052242_u0052242_fna"
"107","N11159_LB_s2069355_u2069355_fna",3,"N11159_LB_s2069355_u2069355_fna,N11160_LB_s2069356_u2069356_fna,N11161_LB_s2069357_u2069357_fna,"
"108","N11157_LB_s2069353_u2069353_fna",1,"N11157_LB_s2069353_u2069353_fna"
"109","N10178_LB_s0001584_u1050107_fna",4,"N10181_LB_s0001584_u1050107_fna,N10182_LB_s0001584_u1050107_fna,N10178_LB_s0001584_u1050107_fna,N10177_LB_s0001584_u1050107_fna,"
"110","N11153_LB_s2069349_u2069349_fna",2,"N08988_LB_s1218494_u1218494_fna,N11153_LB_s2069349_u2069349_fna,"
"111","N11177_LB_s2268022_u2268022_fna",1,"N11177_LB_s2268022_u2268022_fna"
"112","N08487_LB_s0147802_u0147802_fna",5,"N08486_LB_s0147802_u0147802_fna,N08485_LB_s0147802_u0147802_fna,N08462_LB_s0147802_u0147802_fna,N10152_LB_s0147802_u0888801_fna,N08487_LB_s0147802_u0147802_fna,"
"113","N08497_LB_s0147802_u0147802_fna",5,"N08497_LB_s0147802_u0147802_fna,N08496_LB_s0147802_u0147802_fna,N08494_LB_s0147802_u0147802_fna,N08475_LB_s0147802_u0147802_fna,N08495_LB_s0147802_u0147802_fna,"
"114","N05144_LB_s0001587_u0001587_fna",1,"N05144_LB_s0001587_u0001587_fna"
"115","N09094_LB_s2012495_u2012495_fna",1,"N09094_LB_s2012495_u2012495_fna"
"116","N07489_LB_s0033959_u0033959_fna",4,"N07498_LB_s0033959_u0033959_fna,N07489_LB_s0033959_u0033959_fna,N11137_LB_s2042028_u2042028_fna,N07490_LB_s0033959_u0033959_fna,"
"117","N09729_LB_s0001584_u0029397_fna",5,"N09729_LB_s0001584_u0029397_fna,N09384_LB_s0001584_u0001585_fna,N09726_LB_s0001584_u0029397_fna,N05046_LB_s0001584_u0001584_fna,N09727_LB_s0001584_u0029397_fna,"
"118","N10952_LB_s0237446_u1423767_fna",2,"N10951_LB_s0237446_u1423767_fna,N10952_LB_s0237446_u1423767_fna,"
"119","N05042_LB_s0001584_u0001584_fna",1,"N05042_LB_s0001584_u0001584_fna"
"120","N06460_LB_s0001604_u0001604_fna",1,"N06460_LB_s0001604_u0001604_fna"
"121","N10219_LB_s0116089_u1122152_fna",2,"N10218_LB_s0116089_u1122152_fna,N10219_LB_s0116089_u1122152_fna,"
"122","N11202_LB_s2692917_u2692917_fna",1,"N11202_LB_s2692917_u2692917_fna"
"123","N10138_LB_s0147802_u0879295_fna",1,"N10138_LB_s0147802_u0879295_fna"
"124","N11217_LB_s2722744_u2722744_fna",2,"N11215_LB_s2722742_u2722742_fna,N11217_LB_s2722744_u2722744_fna,"
"125","N07516_LB_s0033959_u0033959_fna",1,"N07516_LB_s0033959_u0033959_fna"
"126","N11456_LB_s0267818_u1423827_fna",9,"N11455_LB_s0267818_u1423827_fna,N11457_LB_s0267818_u1423828_fna,N08778_LB_s0267818_u0267818_fna,N08779_LB_s0267818_u0267818_fna,N08777_LB_s0267818_u0267818_fna,N08776_LB_s0267818_u0267818_fna,N11456_LB_s0267818_u1423827_fna,N09849_LB_s0267818_u0190905_fna,N09850_LB_s0267818_u0190905_fna,"
"127","N06424_LB_s0001600_u0001600_fna",2,"N06426_LB_s0001600_u0001600_fna,N06424_LB_s0001600_u0001600_fna,"
"128","N09373_LB_s0001584_u0001585_fna",12,"N09382_LB_s0001584_u0001585_fna,N05070_LB_s0001584_u0001584_fna,N09375_LB_s0001584_u0001585_fna,N09360_LB_s0001584_u0001585_fna,N09373_LB_s0001584_u0001585_fna,N09358_LB_s0001584_u0001585_fna,N09364_LB_s0001584_u0001585_fna,N11380_LB_s0001584_u1042400_fna,N09369_LB_s0001584_u0001585_fna,N09376_LB_s0001584_u0001585_fna,N09355_LB_s0001584_u0001585_fna,N09378_LB_s0001584_u0001585_fna,"
"129","N08957_LB_s0872327_u0872327_fna",3,"N10966_LB_s0872327_u1423790_fna,N10965_LB_s0872327_u1423790_fna,N08957_LB_s0872327_u0872327_fna,"
"130","N08488_LB_s0147802_u0147802_fna",1,"N08488_LB_s0147802_u0147802_fna"
"131","N07527_LB_s0033959_u0033959_fna",4,"N09981_LB_s0033959_u0525330_fna,N07530_LB_s0033959_u0033959_fna,N07527_LB_s0033959_u0033959_fna,N09982_LB_s0033959_u0525330_fna,"
"132","N09977_LB_s2107999_u0525326_fna",2,"N09976_LB_s2107999_u0525326_fna,N09977_LB_s2107999_u0525326_fna,"
"133","N09130_LB_s2107999_u2107999_fna",4,"N09117_LB_s2107999_u2107999_fna,N09130_LB_s2107999_u2107999_fna,N05902_LB_s0001596_u0001596_fna,N05905_LB_s0001596_u0001596_fna,"
"134","N09368_LB_s0001584_u0001585_fna",4,"N09387_LB_s0001584_u0001585_fna,N09379_LB_s0001584_u0001585_fna,N09368_LB_s0001584_u0001585_fna,N09372_LB_s0001584_u0001585_fna,"
"135","N07903_LB_s0047770_u0047770_fna",7,"N07895_LB_s0047770_u0047770_fna,N07905_LB_s0047770_u0047770_fna,N07899_LB_s0047770_u0047770_fna,N07898_LB_s0047770_u0047770_fna,N07897_LB_s0047770_u0047770_fna,N07903_LB_s0047770_u0047770_fna,N07904_LB_s0047770_u0047770_fna,"
"136","N05194_LB_s0001587_u0001587_fna",6,"N05197_LB_s0001587_u0001587_fna,N05088_LB_s0001587_u0001587_fna,N05213_LB_s0001587_u0001587_fna,N05191_LB_s0001587_u0001587_fna,N05194_LB_s0001587_u0001587_fna,N05187_LB_s0001587_u0001587_fna,"
"137","N05039_LB_s0001584_u0001584_fna",1,"N05039_LB_s0001584_u0001584_fna"
"138","N09381_LB_s0001584_u0001585_fna",2,"N09371_LB_s0001584_u0001585_fna,N09381_LB_s0001584_u0001585_fna,"
"139","N11214_LB_s2722741_u2722741_fna",1,"N11214_LB_s2722741_u2722741_fna"
"140","N09365_LB_s0001584_u0001585_fna",1,"N09365_LB_s0001584_u0001585_fna"
"141","N08925_LB_s0508451_u0508451_fna",2,"N08927_LB_s0508451_u0508451_fna,N08925_LB_s0508451_u0508451_fna,"
"142","N11048_LB_s1572760_u1572760_fna",1,"N11048_LB_s1572760_u1572760_fna"
"143","N05193_LB_s0001587_u0001587_fna",1,"N05193_LB_s0001587_u0001587_fna"
"144","N08480_LB_s0147802_u0147802_fna",9,"N08463_LB_s0147802_u0147802_fna,N08480_LB_s0147802_u0147802_fna,N08481_LB_s0147802_u0147802_fna,N08477_LB_s0147802_u0147802_fna,N08478_LB_s0147802_u0147802_fna,N08476_LB_s0147802_u0147802_fna,N08479_LB_s0147802_u0147802_fna,N08465_LB_s0147802_u0147802_fna,N08464_LB_s0147802_u0147802_fna,"
"145","N07488_LB_s0033959_u0033959_fna",1,"N07488_LB_s0033959_u0033959_fna"
"146","N08458_LB_s0147802_u0147802_fna",1,"N08458_LB_s0147802_u0147802_fna"
"147","N07893_LB_s0047770_u0047770_fna",3,"N07892_LB_s0047770_u0047770_fna,N07890_LB_s0047770_u0047770_fna,N07893_LB_s0047770_u0047770_fna,"
"148","N08995_LB_s1218507_u1218507_fna",1,"N08995_LB_s1218507_u1218507_fna"
"149","N08154_LB_s0052242_u0052242_fna",1,"N08154_LB_s0052242_u0052242_fna"
"150","N10950_LB_s0227944_u1423763_fna",1,"N10950_LB_s0227944_u1423763_fna"
"151","N07500_LB_s0033959_u0033959_fna",2,"N07501_LB_s0033959_u0033959_fna,N07500_LB_s0033959_u0033959_fna,"
"152","N05913_LB_s0001596_u0001596_fna",4,"N05941_LB_s0001596_u0001596_fna,N05922_LB_s0001596_u0001596_fna,N10826_LB_s0001596_u1380360_fna,N05913_LB_s0001596_u0001596_fna,"
"153","N07513_LB_s0033959_u0033959_fna",1,"N07513_LB_s0033959_u0033959_fna"
"154","N09123_LB_s2107999_u2107999_fna",4,"N05942_LB_s0001596_u0001596_fna,N09125_LB_s2107999_u2107999_fna,N09123_LB_s2107999_u2107999_fna,N05899_LB_s0001596_u0001596_fna,"
"155","N09064_LB_s1819254_u1819254_fna",1,"N09064_LB_s1819254_u1819254_fna"
"156","N07983_LB_s0047770_u0047770_fna",1,"N07983_LB_s0047770_u0047770_fna"
"157","N05047_LB_s0001584_u0001584_fna",1,"N05047_LB_s0001584_u0001584_fna"
"158","N07991_LB_s0047770_u0047770_fna",1,"N07991_LB_s0047770_u0047770_fna"
"159","N09978_LB_s0147802_u0525328_fna",4,"N10084_LB_s0147802_u0713605_fna,N09979_LB_s0147802_u0525328_fna,N08454_LB_s0147802_u0147802_fna,N09978_LB_s0147802_u0525328_fna,"
"160","N08793_LB_s0303541_u0303541_fna",1,"N08793_LB_s0303541_u0303541_fna"
"161","N08455_LB_s0147802_u0147802_fna",1,"N08455_LB_s0147802_u0147802_fna"
"162","N11250_LB_s2751037_u2751037_fna",6,"N11248_LB_s2751035_u2751035_fna,N11245_LB_s2751032_u2751032_fna,N11246_LB_s2751033_u2751033_fna,N11250_LB_s2751037_u2751037_fna,N11249_LB_s2751036_u2751036_fna,N11247_LB_s2751034_u2751034_fna,"
"163","N07504_LB_s0033959_u0033959_fna",2,"N07511_LB_s0033959_u0033959_fna,N07504_LB_s0033959_u0033959_fna,"
"164","N06463_LB_s0001604_u0001604_fna",1,"N06463_LB_s0001604_u0001604_fna"
"165","N08372_LB_s0081857_u0081857_fna",2,"N08373_LB_s0081857_u0081857_fna,N08372_LB_s0081857_u0081857_fna,"
"166","N08992_LB_s1218506_u1218506_fna",1,"N08992_LB_s1218506_u1218506_fna"
"167","N08984_LB_s1218493_u1218493_fna",1,"N08984_LB_s1218493_u1218493_fna"
"168","N08468_LB_s0147802_u0147802_fna",3,"N08467_LB_s0147802_u0147802_fna,N08466_LB_s0147802_u0147802_fna,N08468_LB_s0147802_u0147802_fna,"
"169","N05059_LB_s0001584_u0001584_fna",1,"N05059_LB_s0001584_u0001584_fna"
"170","N10180_LB_s0001584_u1050107_fna",1,"N10180_LB_s0001584_u1050107_fna"
"171","N07886_LB_s0047770_u0047770_fna",1,"N07886_LB_s0047770_u0047770_fna"
"172","N09357_LB_s0001584_u0001585_fna",7,"N09359_LB_s0001584_u0001585_fna,N05041_LB_s0001584_u0001584_fna,N09357_LB_s0001584_u0001585_fna,N09383_LB_s0001584_u0001585_fna,N09385_LB_s0001584_u0001585_fna,N05038_LB_s0001584_u0001584_fna,N09374_LB_s0001584_u0001585_fna,"
"173","N10071_LB_s0033959_u0633699_fna",1,"N10071_LB_s0033959_u0633699_fna"
"174","N07502_LB_s0033959_u0033959_fna",1,"N07502_LB_s0033959_u0033959_fna"
"175","N07508_LB_s0033959_u0033959_fna",1,"N07508_LB_s0033959_u0033959_fna"
"176","N11162_LB_s2069358_u2069358_fna",3,"N11164_LB_s2069360_u2069360_fna,N11163_LB_s2069359_u2069359_fna,N11162_LB_s2069358_u2069358_fna,"
"177","N07911_LB_s0047770_u0047770_fna",7,"N07913_LB_s0047770_u0047770_fna,N11140_LB_s2042032_u2042032_fna,N07910_LB_s0047770_u0047770_fna,N07909_LB_s0047770_u0047770_fna,N07911_LB_s0047770_u0047770_fna,N07908_LB_s0047770_u0047770_fna,N07912_LB_s0047770_u0047770_fna,"
"178","N11218_LB_s2725305_u2725305_fna",1,"N11218_LB_s2725305_u2725305_fna"
"179","N08796_LB_s0303541_u0303541_fna",3,"N08796_LB_s0303541_u0303541_fna,N08795_LB_s0303541_u0303541_fna,N08792_LB_s0303541_u0303541_fna,"
"180","N08515_LB_s0151781_u0151781_fna",1,"N08515_LB_s0151781_u0151781_fna"
"181","N05051_LB_s0001584_u0001584_fna",2,"N05067_LB_s0001584_u0001584_fna,N05051_LB_s0001584_u0001584_fna,"
"182","N05048_LB_s0001584_u0001584_fna",1,"N05048_LB_s0001584_u0001584_fna"
"183","N07998_LB_s0047770_u0047770_fna",1,"N07998_LB_s0047770_u0047770_fna"
"184","N05072_LB_s0001584_u0001584_fna",4,"N11371_LB_s0001584_u0888027_fna,N05072_LB_s0001584_u0001584_fna,N11373_LB_s0001584_u0888027_fna,N11372_LB_s0001584_u0888027_fna,"
"185","N09751_LB_s0001584_u0029397_fna",1,"N09751_LB_s0001584_u0029397_fna"
"186","N07505_LB_s0033959_u0033959_fna",1,"N07505_LB_s0033959_u0033959_fna"
"187","N10940_LB_s1203069_u1423751_fna",2,"N10939_LB_s1203069_u1423751_fna,N10940_LB_s1203069_u1423751_fna,"
"188","N10159_LB_s0147802_u0928328_fna",1,"N10159_LB_s0147802_u0928328_fna"
"189","N08504_LB_s0147802_u0147802_fna",1,"N08504_LB_s0147802_u0147802_fna"
"190","N05081_LB_s0001587_u0001587_fna",5,"N05196_LB_s0001587_u0001587_fna,N05081_LB_s0001587_u0001587_fna,N05080_LB_s0001587_u0001587_fna,N05195_LB_s0001587_u0001587_fna,N05215_LB_s0001587_u0001587_fna,"
"191","N07486_LB_s0033959_u0033959_fna",1,"N07486_LB_s0033959_u0033959_fna"
"192","N06466_LB_s0001604_u0001604_fna",2,"N06458_LB_s0001604_u0001604_fna,N06466_LB_s0001604_u0001604_fna,"
"193","N09860_LB_s0001584_u0249265_fna",3,"N11454_LB_s0001584_u1423824_fna,N09860_LB_s0001584_u0249265_fna,N09859_LB_s0001584_u0249265_fna,"
"194","N08791_LB_s0303541_u0303541_fna",1,"N08791_LB_s0303541_u0303541_fna"
"195","N09832_LB_s0001584_u0083684_fna",3,"N11452_LB_s0001584_u1423823_fna,N09832_LB_s0001584_u0083684_fna,N11453_LB_s0001584_u1423823_fna,"
"196","N08460_LB_s0147802_u0147802_fna",1,"N08460_LB_s0147802_u0147802_fna"
"197","N08020_LB_s0047770_u0047770_fna",2,"N07877_LB_s0047770_u0047770_fna,N08020_LB_s0047770_u0047770_fna,"
"198","N08472_LB_s0147802_u0147802_fna",3,"N08469_LB_s0147802_u0147802_fna,N08470_LB_s0147802_u0147802_fna,N08472_LB_s0147802_u0147802_fna,"
"199","N09092_LB_s2012495_u2012495_fna",1,"N09092_LB_s2012495_u2012495_fna"
"200","N09095_LB_s2012495_u2012495_fna",1,"N09095_LB_s2012495_u2012495_fna"
"201","N11190_LB_s2596827_u2596827_fna",1,"N11190_LB_s2596827_u2596827_fna"
"202","N07891_LB_s0047770_u0047770_fna",2,"N11147_LB_s2042046_u2042046_fna,N07891_LB_s0047770_u0047770_fna,"
"203","N11141_LB_s2042033_u2042033_fna",2,"N11145_LB_s2042041_u2042041_fna,N11141_LB_s2042033_u2042033_fna,"
"204","N11168_LB_s2109645_u2109645_fna",1,"N11168_LB_s2109645_u2109645_fna"
"205","N10053_LB_s0047770_u0575595_fna",1,"N10053_LB_s0047770_u0575595_fna"
"206","N10141_LB_s0147802_u0879303_fna",1,"N10141_LB_s0147802_u0879303_fna"
"207","N06462_LB_s0001604_u0001604_fna",1,"N06462_LB_s0001604_u0001604_fna"
"208","N11253_LB_s2751040_u2751040_fna",3,"N11252_LB_s2751039_u2751039_fna,N11254_LB_s2751041_u2751041_fna,N11253_LB_s2751040_u2751040_fna,"
"209","N05036_LB_s0001584_u0001584_fna",1,"N05036_LB_s0001584_u0001584_fna"
"210","N11182_LB_s2478961_u2478961_fna",1,"N11182_LB_s2478961_u2478961_fna"
"211","N11156_LB_s2069352_u2069352_fna",1,"N11156_LB_s2069352_u2069352_fna"
"212","N06457_LB_s0001604_u0001604_fna",1,"N06457_LB_s0001604_u0001604_fna"
"213","N05926_LB_s0001596_u0001596_fna",2,"N05927_LB_s0001596_u0001596_fna,N05926_LB_s0001596_u0001596_fna,"
"214","N07526_LB_s0033959_u0033959_fna",1,"N07526_LB_s0033959_u0033959_fna"
"215","N07517_LB_s0033959_u0033959_fna",1,"N07517_LB_s0033959_u0033959_fna"
